Date,Person,Time,EventType,City,State,Lat,Long
27-Apr-07,Chris Dodd,Time N/A,Speech,San Diego,CA,32.7153292,-117.1572551
27-Apr-07,John Edwards,10 a.m.,Appearance,Charleston,SC,32.7765656,-79.9309216
27-Apr-07,John Edwards,1 p.m.,Meeting,Concord,NH,43.2081366,-71.5375718
27-Apr-07,John Edwards,5:45 p.m.,Fundraiser,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,John Edwards,9 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,John Edwards,9 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,John Edwards,Time N/A,Speech,San Diego,CA,32.7153292,-117.1572551
27-Apr-07,Rudy Giuliani,Noon,Speech,Raleigh,NC,35.772096,-78.6386145
27-Apr-07,Dennis Kucinich,9 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Dennis Kucinich,Time N/A,Speech,San Diego,CA,32.7153292,-117.1572551
27-Apr-07,John McCain,11:30 a.m.,Town Hall,Des Moines,IA,41.6005448,-93.6091064
27-Apr-07,John McCain,6:45 p.m.,Town Hall,Sioux City,IA,42.4999942,-96.4003069
27-Apr-07,Barack Obama,6 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Barack Obama,9 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Barack Obama,Time N/A,Speech,San Diego,CA,32.7153292,-117.1572551
27-Apr-07,Bill Richardson,12:30 p.m.,Meeting,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Bill Richardson,2:30 p.m.,Meeting,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Bill Richardson,6 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Bill Richardson,9 p.m.,Party Event,Columbia,SC,34.0007104,-81.0348144
27-Apr-07,Bill Richardson,Time N/A,Speech,San Diego,CA,32.7153292,-117.1572551
27-Apr-07,Mitt Romney,2:10 p.m.,Meeting,Pittsburgh,PA,40.4406248,-79.9958864
27-Apr-07,Mitt Romney,7:15 p.m.,Speech,Whitmore Lake,MI,42.439479,-83.7438303
28-Apr-07,Chris Dodd,Time N/A,Speech,San Diego,CA,32.7153292,-117.1572551
28-Apr-07,John Edwards,9:30 a.m.,Speech,Columbia,SC,34.0007104,-81.0348144
28-Apr-07,Duncan Hunter,Time N/A,Appearance,Grayson County,TX,33.7062406,-96.663812
28-Apr-07,Dennis Kucinich,8:30 a.m.,Fundraiser,San Diego,CA,32.7153292,-117.1572551
28-Apr-07,Dennis Kucinich,8:45 p.m.,Appearance,San Francisco,CA,37.7749295,-122.4194155
28-Apr-07,John McCain,10 a.m.,Speech,Elko,NV,40.8324211,-115.7631232
28-Apr-07,John McCain,3 p.m.,Speech,Tempe,AZ,33.4255104,-111.9400054
28-Apr-07,Barack Obama,2 p.m.,Appearance,Cedar Rapids,IA,41.9778795,-91.6656232
28-Apr-07,Barack Obama,Time N/A,Fundraiser,Los Angeles,CA,34.0522342,-118.2436849
28-Apr-07,Barack Obama,Time N/A,Fundraiser,Hollywood,CA,34.0928092,-118.3286614
28-Apr-07,Bill Richardson,8 a.m.,Meeting,Columbia,SC,34.0007104,-81.0348144
28-Apr-07,Bill Richardson,8:50 a.m.,Meeting,Columbia,SC,34.0007104,-81.0348144
28-Apr-07,Bill Richardson,9:30 a.m.,Speech,Columbia,SC,34.0007104,-81.0348144
28-Apr-07,Bill Richardson,8 p.m.,Speech,San Diego,CA,32.7153292,-117.1572551
28-Apr-07,Bill Richardson,10 p.m.,Speech,San Diego,CA,32.7153292,-117.1572551
28-Apr-07,Mitt Romney,9:30 a.m.,Speech,Saginaw,MI,43.4194699,-83.9508068
28-Apr-07,Mitt Romney,12:45 p.m.,Speech,Flint,MI,43.0125274,-83.6874562
28-Apr-07,Mitt Romney,6:30 p.m.,Speech,Lansing,MI,42.732535,-84.5555347
29-Apr-07,Hillary Rodham Clinton,11 a.m.,Town Hall,Reno,NV,39.5296329,-119.8138027
29-Apr-07,Hillary Rodham Clinton,Time N/A,Fundraiser,Bel Air,CA,34.1014861,-118.4571974
29-Apr-07,Chris Dodd,Time N/A,Town Hall,Sacramento,CA,38.5815719,-121.4943996
29-Apr-07,John Edwards,9 a.m.,Speech,San Diego,CA,32.7153292,-117.1572551
29-Apr-07,John Edwards,Time N/A,Fundraiser,Reno,NV,39.5296329,-119.8138027
29-Apr-07,Dennis Kucinich,4 p.m.,Town Hall,Asheville,NC,35.6009452,-82.554015
